cruise,station,FishSpecies,FishNum,preyNum,preyTaxon,preyTaxa,preySpp,Ocularunits,Mag,prey_mm,Scope,preyCount,gutCount,Comments_prey,Comments_gut,forkLength,BEGIN_GMT_TOWDATE,average_depth,decimalLatitude,decimalLongitude,Llopiz_taxa,scientificNameID_preyTaxon,scientificName_preyTaxon,scientificName_Rank
201802,160,A_pse,2,1,Appendicularia,NA,NA,2.8,1.25,1.794871795,M60,NA,288,NA,NA,248,2018-04-19T12:58:00Z,134,40.152495,-70.814382,Appendicularia,159664,Appendicularia,Class
201802,160,A_pse,2,2,Appendicularia,NA,NA,1.7,1.25,1.08974359,M60,NA,288,NA,NA,248,2018-04-19T12:58:00Z,134,40.152495,-70.814382,Appendicularia,159664,Appendicularia,Class
201802,160,A_pse,2,3,Appendicularia,NA,NA,2.9,1.25,1.858974359,M60,NA,288,NA,NA,248,2018-04-19T12:58:00Z,134,40.152495,-70.814382,Appendicularia,159664,Appendicularia,Class
201802,160,A_pse,2,4,Appendicularia,NA,NA,1.7,1.25,1.08974359,M60,NA,288,NA,NA,248,2018-04-19T12:58:00Z,134,40.152495,-70.814382,Appendicularia,159664,Appendicularia,Class
201802,160,A_pse,2,5,Appendicularia,NA,NA,1.5,1.25,0.961538462,M60,NA,288,NA,NA,248,2018-04-19T12:58:00Z,134,40.152495,-70.814382,Appendicularia,159664,Appendicularia,Class
201802,160,A_pse,2,6,Appendicularia,NA,NA,2.2,1.25,1.41025641,M60,NA,288,NA,NA,248,2018-04-19T12:58:00Z,134,40.152495,-70.814382,Appendicularia,159664,Appendicularia,Class
201802,160,A_pse,2,7,Appendicularia,NA,NA,1.6,1.25,1.025641026,M60,NA,288,NA,NA,248,2018-04-19T12:58:00Z,134,40.152495,-70.814382,Appendicularia,159664,Appendicularia,Class
201802,160,A_pse,2,8,Appendicularia,NA,NA,1.6,1.25,1.025641026,M60,NA,288,NA,NA,248,2018-04-19T12:58:00Z,134,40.152495,-70.814382,Appendicularia,159664,Appendicularia,Class
201802,160,A_pse,2,9,Appendicularia,NA,NA,2.1,1.25,1.346153846,M60,NA,288,NA,NA,248,2018-04-19T12:58:00Z,134,40.152495,-70.814382,Appendicularia,159664,Appendicularia,Class
201802,160,A_pse,2,10,Appendicularia,NA,NA,2.2,1.25,1.41025641,M60,NA,288,NA,NA,248,2018-04-19T12:58:00Z,134,40.152495,-70.814382,Appendicularia,159664,Appendicularia,Class
201802,160,A_pse,2,1,Decapoda,NA,NA,4.4,1.25,2.82051282,M60,NA,288,Shrimp Zooae,NA,248,2018-04-19T12:58:00Z,134,40.152495,-70.814382,Decapoda,95599,Decopoda,Order
201802,160,A_pse,2,2,Decapoda,NA,NA,4.2,1.25,2.692307692,M60,NA,288,Shrimp Zooae,NA,248,2018-04-19T12:58:00Z,134,40.152495,-70.814382,Decapoda,95599,Decopoda,Order
201802,160,A_pse,2,3,Decapoda,NA,NA,6,1.25,3.846153846,M60,NA,288,Shrimp Zooae,NA,248,2018-04-19T12:58:00Z,134,40.152495,-70.814382,Decapoda,95599,Decopoda,Order
201802,160,A_pse,2,4,Decapoda,NA,NA,3.4,1.25,2.179487179,M60,NA,288,Shrimp Zooae,NA,248,2018-04-19T12:58:00Z,134,40.152495,-70.814382,Decapoda,95599,Decopoda,Order
201802,160,A_pse,2,5,Decapoda,NA,NA,3.5,1.25,2.243589744,M60,NA,288,Shrimp Zooae,NA,248,2018-04-19T12:58:00Z,134,40.152495,-70.814382,Decapoda,95599,Decopoda,Order
201802,160,A_pse,2,6,Decapoda,NA,NA,2.5,1.25,1.602564103,M60,NA,288,Shrimp Zooae,NA,248,2018-04-19T12:58:00Z,134,40.152495,-70.814382,Decapoda,95599,Decopoda,Order
201802,160,A_pse,2,1,Euphausiidae,NA,NA,1.4,1.25,0.897435897,M60,NA,288,Calyptopis,NA,248,2018-04-19T12:58:00Z,134,40.152495,-70.814382,Euphausiidae,95500,Euphausiidae,Family
201802,160,A_pse,2,2,Euphausiidae,NA,NA,4.3,1.25,2.756410256,M60,NA,288,Calyptopis,NA,248,2018-04-19T12:58:00Z,134,40.152495,-70.814382,Euphausiidae,95500,Euphausiidae,Family
201802,160,A_pse,2,3,Euphausiidae,NA,NA,2.1,1.25,1.346153846,M60,NA,288,Calyptopis,NA,248,2018-04-19T12:58:00Z,134,40.152495,-70.814382,Euphausiidae,95500,Euphausiidae,Family
201802,160,A_pse,2,4,Euphausiidae,NA,NA,2,1.25,1.282051282,M60,NA,288,Calyptopis,NA,248,2018-04-19T12:58:00Z,134,40.152495,-70.814382,Euphausiidae,95500,Euphausiidae,Family
201802,160,A_pse,2,5,Euphausiidae,NA,NA,3,1.25,1.923076923,M60,NA,288,Calyptopis,NA,248,2018-04-19T12:58:00Z,134,40.152495,-70.814382,Euphausiidae,95500,Euphausiidae,Family
201802,160,A_pse,2,6,Euphausiidae,NA,NA,1.9,1.25,1.217948718,M60,NA,288,Calyptopis,NA,248,2018-04-19T12:58:00Z,134,40.152495,-70.814382,Euphausiidae,95500,Euphausiidae,Family
201802,160,A_pse,2,7,Euphausiidae,NA,NA,2.8,1.25,1.794871795,M60,NA,288,Calyptopis,NA,248,2018-04-19T12:58:00Z,134,40.152495,-70.814382,Euphausiidae,95500,Euphausiidae,Family
201802,160,A_pse,2,8,Euphausiidae,NA,NA,2.1,1.25,1.346153846,M60,NA,288,Calyptopis,NA,248,2018-04-19T12:58:00Z,134,40.152495,-70.814382,Euphausiidae,95500,Euphausiidae,Family
201802,160,A_pse,2,9,Euphausiidae,NA,NA,1.6,1.25,1.025641026,M60,NA,288,Calyptopis,NA,248,2018-04-19T12:58:00Z,134,40.152495,-70.814382,Euphausiidae,95500,Euphausiidae,Family
201802,160,A_pse,2,10,Euphausiidae,NA,NA,2.5,1.25,1.602564103,M60,NA,288,Calyptopis,NA,248,2018-04-19T12:58:00Z,134,40.152495,-70.814382,Euphausiidae,95500,Euphausiidae,Family
201802,160,A_pse,2,1,Euphausiidae,NA,NA,6.9,2,2.705882355,M60,NA,288,Furcilia,NA,248,2018-04-19T12:58:00Z,134,40.152495,-70.814382,Euphausiidae,95500,Euphausiidae,Family
201802,160,A_pse,2,2,Euphausiidae,NA,NA,6.4,1.25,4.102564102,M60,NA,288,Furcilia,NA,248,2018-04-19T12:58:00Z,134,40.152495,-70.814382,Euphausiidae,95500,Euphausiidae,Family
201802,160,A_pse,2,3,Euphausiidae,NA,NA,5.2,1.25,3.333333333,M60,NA,288,Furcilia,NA,248,2018-04-19T12:58:00Z,134,40.152495,-70.814382,Euphausiidae,95500,Euphausiidae,Family
201802,160,A_pse,2,4,Euphausiidae,NA,NA,5.8,1.25,3.717948718,M60,NA,288,Furcilia,NA,248,2018-04-19T12:58:00Z,134,40.152495,-70.814382,Euphausiidae,95500,Euphausiidae,Family
201802,160,A_pse,2,5,Euphausiidae,NA,NA,6.3,1.25,4.038461538,M60,NA,288,Furcilia,NA,248,2018-04-19T12:58:00Z,134,40.152495,-70.814382,Euphausiidae,95500,Euphausiidae,Family
201802,160,A_pse,2,6,Euphausiidae,NA,NA,4.3,1.25,2.756410256,M60,NA,288,Furcilia,NA,248,2018-04-19T12:58:00Z,134,40.152495,-70.814382,Euphausiidae,95500,Euphausiidae,Family
201802,160,A_pse,2,7,Euphausiidae,NA,NA,6.5,1.25,4.166666667,M60,NA,288,Furcilia,NA,248,2018-04-19T12:58:00Z,134,40.152495,-70.814382,Euphausiidae,95500,Euphausiidae,Family
201802,160,A_pse,2,8,Euphausiidae,NA,NA,4.6,1.25,2.948717949,M60,NA,288,Furcilia,NA,248,2018-04-19T12:58:00Z,134,40.152495,-70.814382,Euphausiidae,95500,Euphausiidae,Family
201802,160,A_pse,2,9,Euphausiidae,NA,NA,3.2,1.25,2.051282051,M60,NA,288,Furcilia,NA,248,2018-04-19T12:58:00Z,134,40.152495,-70.814382,Euphausiidae,95500,Euphausiidae,Family
201802,160,A_pse,2,10,Euphausiidae,NA,NA,3.4,1.25,2.179487179,M60,NA,288,Furcilia,NA,248,2018-04-19T12:58:00Z,134,40.152495,-70.814382,Euphausiidae,95500,Euphausiidae,Family
201802,160,A_pse,2,1,Parasite,NA,NA,NA,NA,150,M60,NA,288,roundworm,NA,248,2018-04-19T12:58:00Z,134,40.152495,-70.814382,Parasite,202423,Animalia,Kingdom
201802,154,S_sco,2,1,Chaetognatha,NA,NA,12.8,0.63,16.84210527,M60,NA,605,NA,NA,262,2018-04-18T17:39:00Z,62,40.244742,-72.239772,Chaetognatha,158650,Chaetognatha,Phylum
201802,154,S_sco,2,2,Chaetognatha,NA,NA,15.9,0.63,20.92105264,M60,NA,605,NA,NA,262,2018-04-18T17:39:00Z,62,40.244742,-72.239772,Chaetognatha,158650,Chaetognatha,Phylum
201802,154,S_sco,2,3,Chaetognatha,NA,NA,15,0.63,19.73684211,M60,NA,605,NA,NA,262,2018-04-18T17:39:00Z,62,40.244742,-72.239772,Chaetognatha,158650,Chaetognatha,Phylum
201802,154,S_sco,2,4,Chaetognatha,NA,NA,11.8,0.63,15.52631579,M60,NA,605,NA,NA,262,2018-04-18T17:39:00Z,62,40.244742,-72.239772,Chaetognatha,158650,Chaetognatha,Phylum
201802,154,S_sco,2,5,Chaetognatha,NA,NA,12.8,0.63,16.84210527,M60,NA,605,NA,NA,262,2018-04-18T17:39:00Z,62,40.244742,-72.239772,Chaetognatha,158650,Chaetognatha,Phylum
201802,154,S_sco,2,6,Chaetognatha,NA,NA,12.3,0.63,16.18421053,M60,NA,605,NA,NA,262,2018-04-18T17:39:00Z,62,40.244742,-72.239772,Chaetognatha,158650,Chaetognatha,Phylum
201802,154,S_sco,2,7,Chaetognatha,NA,NA,12.6,0.63,16.57894737,M60,NA,605,NA,NA,262,2018-04-18T17:39:00Z,62,40.244742,-72.239772,Chaetognatha,158650,Chaetognatha,Phylum
201802,154,S_sco,2,8,Chaetognatha,NA,NA,20.8,0.63,27.36842106,M60,NA,605,NA,NA,262,2018-04-18T17:39:00Z,62,40.244742,-72.239772,Chaetognatha,158650,Chaetognatha,Phylum
201802,154,S_sco,2,9,Chaetognatha,NA,NA,17.1,0.63,22.50000001,M60,NA,605,NA,NA,262,2018-04-18T17:39:00Z,62,40.244742,-72.239772,Chaetognatha,158650,Chaetognatha,Phylum
201802,154,S_sco,2,10,Chaetognatha,NA,NA,13.2,0.63,17.36842106,M60,NA,605,NA,NA,262,2018-04-18T17:39:00Z,62,40.244742,-72.239772,Chaetognatha,158650,Chaetognatha,Phylum
201802,154,S_sco,2,1,Calanus,NA,NA,6.5,3.2,1.585365854,M60,NA,605,NA,NA,262,2018-04-18T17:39:00Z,62,40.244742,-72.239772,Calanus,85263,Calanus,Genus
201802,154,S_sco,2,2,Calanus,NA,NA,6.8,2.5,2.147368423,M60,NA,605,NA,NA,262,2018-04-18T17:39:00Z,62,40.244742,-72.239772,Calanus,85263,Calanus,Genus
201802,154,S_sco,2,3,Calanus,NA,NA,4.7,1.6,2.326732674,M60,NA,605,NA,NA,262,2018-04-18T17:39:00Z,62,40.244742,-72.239772,Calanus,85263,Calanus,Genus
201802,154,S_sco,2,4,Calanus,NA,NA,5.1,1.6,2.524752476,M60,NA,605,NA,NA,262,2018-04-18T17:39:00Z,62,40.244742,-72.239772,Calanus,85263,Calanus,Genus
201802,154,S_sco,2,5,Calanus,NA,NA,5.3,1.6,2.623762377,M60,NA,605,NA,NA,262,2018-04-18T17:39:00Z,62,40.244742,-72.239772,Calanus,85263,Calanus,Genus
201802,154,S_sco,2,1,CalanoidSmall,NA,NA,4.3,4,0.851485149,M60,NA,605,NA,NA,262,2018-04-18T17:39:00Z,62,40.244742,-72.239772,CalanoidSmall,85258,Calanoida,NA
201802,154,S_sco,2,2,CalanoidSmall,NA,NA,4.6,2,1.80392157,M60,NA,605,NA,NA,262,2018-04-18T17:39:00Z,62,40.244742,-72.239772,CalanoidSmall,85258,Calanoida,NA
201802,154,S_sco,2,3,CalanoidSmall,NA,NA,3.3,1.6,1.633663367,M60,NA,605,NA,NA,262,2018-04-18T17:39:00Z,62,40.244742,-72.239772,CalanoidSmall,85258,Calanoida,NA
201802,154,S_sco,2,4,CalanoidSmall,NA,NA,2.4,1.6,1.188118812,M60,NA,605,NA,NA,262,2018-04-18T17:39:00Z,62,40.244742,-72.239772,CalanoidSmall,85258,Calanoida,NA
201802,154,S_sco,2,5,CalanoidSmall,NA,NA,3,1.6,1.485148515,M60,NA,605,NA,NA,262,2018-04-18T17:39:00Z,62,40.244742,-72.239772,CalanoidSmall,85258,Calanoida,NA
201802,154,S_sco,2,6,CalanoidSmall,NA,NA,2.7,1.6,1.336633664,M60,NA,605,NA,NA,262,2018-04-18T17:39:00Z,62,40.244742,-72.239772,CalanoidSmall,85258,Calanoida,NA
201802,154,S_sco,2,7,CalanoidSmall,NA,NA,3.8,1.6,1.881188119,M60,NA,605,NA,NA,262,2018-04-18T17:39:00Z,62,40.244742,-72.239772,CalanoidSmall,85258,Calanoida,NA
201802,154,S_sco,2,8,CalanoidSmall,NA,NA,1.8,1.6,0.891089109,M60,NA,605,NA,NA,262,2018-04-18T17:39:00Z,62,40.244742,-72.239772,CalanoidSmall,85258,Calanoida,NA
201802,154,S_sco,2,9,CalanoidSmall,NA,NA,2.9,1.6,1.435643565,M60,NA,605,NA,NA,262,2018-04-18T17:39:00Z,62,40.244742,-72.239772,CalanoidSmall,85258,Calanoida,NA
201802,154,S_sco,2,10,CalanoidSmall,NA,NA,2.7,1.6,1.336633664,M60,NA,605,NA,NA,262,2018-04-18T17:39:00Z,62,40.244742,-72.239772,CalanoidSmall,85258,Calanoida,NA
201802,154,S_sco,2,1,Appendicularia,NA,NA,4.5,3.2,1.097560976,M60,NA,605,NA,NA,262,2018-04-18T17:39:00Z,62,40.244742,-72.239772,Appendicularia,159664,Appendicularia,Class
201802,154,S_sco,2,2,Appendicularia,NA,NA,2.2,1,1.774193549,M60,NA,605,NA,NA,262,2018-04-18T17:39:00Z,62,40.244742,-72.239772,Appendicularia,159664,Appendicularia,Class
201802,154,S_sco,2,3,Appendicularia,NA,NA,1.7,1,1.370967742,M60,NA,605,NA,NA,262,2018-04-18T17:39:00Z,62,40.244742,-72.239772,Appendicularia,159664,Appendicularia,Class
201802,154,S_sco,2,4,Appendicularia,NA,NA,1.3,1,1.048387097,M60,NA,605,NA,NA,262,2018-04-18T17:39:00Z,62,40.244742,-72.239772,Appendicularia,159664,Appendicularia,Class
201802,154,S_sco,2,5,Appendicularia,NA,NA,1.2,1,0.967741936,M60,NA,605,NA,NA,262,2018-04-18T17:39:00Z,62,40.244742,-72.239772,Appendicularia,159664,Appendicularia,Class
201802,154,S_sco,2,6,Appendicularia,NA,NA,1.5,1,1.20967742,M60,NA,605,NA,NA,262,2018-04-18T17:39:00Z,62,40.244742,-72.239772,Appendicularia,159664,Appendicularia,Class
201802,154,S_sco,2,7,Appendicularia,NA,NA,1.6,1,1.290322581,M60,NA,605,NA,NA,262,2018-04-18T17:39:00Z,62,40.244742,-72.239772,Appendicularia,159664,Appendicularia,Class
201802,154,S_sco,2,8,Appendicularia,NA,NA,1.3,1,1.048387097,M60,NA,605,NA,NA,262,2018-04-18T17:39:00Z,62,40.244742,-72.239772,Appendicularia,159664,Appendicularia,Class
201802,154,S_sco,2,9,Appendicularia,NA,NA,1.5,1,1.20967742,M60,NA,605,NA,NA,262,2018-04-18T17:39:00Z,62,40.244742,-72.239772,Appendicularia,159664,Appendicularia,Class
201802,154,S_sco,2,10,Appendicularia,NA,NA,1.5,1,1.20967742,M60,NA,605,NA,NA,262,2018-04-18T17:39:00Z,62,40.244742,-72.239772,Appendicularia,159664,Appendicularia,Class
201802,154,S_sco,2,1,Metridia,NA,NA,3.8,1.6,1.881188119,M60,NA,605,NA,NA,262,2018-04-18T17:39:00Z,62,40.244742,-72.239772,Metridia,85734,Metridia,Genus
201802,154,S_sco,2,2,Metridia,NA,NA,3.6,1.6,1.782178218,M60,NA,605,NA,NA,262,2018-04-18T17:39:00Z,62,40.244742,-72.239772,Metridia,85734,Metridia,Genus
201802,154,S_sco,2,3,Metridia,NA,NA,3.8,1.6,1.881188119,M60,NA,605,NA,NA,262,2018-04-18T17:39:00Z,62,40.244742,-72.239772,Metridia,85734,Metridia,Genus
201802,154,S_sco,2,4,Metridia,NA,NA,4.2,1.6,2.079207921,M60,NA,605,NA,NA,262,2018-04-18T17:39:00Z,62,40.244742,-72.239772,Metridia,85734,Metridia,Genus
201802,154,S_sco,2,5,Metridia,NA,NA,3.1,1.6,1.534653466,M60,NA,605,NA,NA,262,2018-04-18T17:39:00Z,62,40.244742,-72.239772,Metridia,85734,Metridia,Genus
201802,154,S_sco,2,6,Metridia,NA,NA,3.8,1.6,1.881188119,M60,NA,605,NA,NA,262,2018-04-18T17:39:00Z,62,40.244742,-72.239772,Metridia,85734,Metridia,Genus
201802,154,S_sco,2,7,Metridia,NA,NA,3.6,1.6,1.782178218,M60,NA,605,NA,NA,262,2018-04-18T17:39:00Z,62,40.244742,-72.239772,Metridia,85734,Metridia,Genus
201802,154,S_sco,2,8,Metridia,NA,NA,3.1,1.6,1.534653466,M60,NA,605,NA,NA,262,2018-04-18T17:39:00Z,62,40.244742,-72.239772,Metridia,85734,Metridia,Genus
201802,154,S_sco,2,9,Metridia,NA,NA,4.1,1.6,2.029702971,M60,NA,605,NA,NA,262,2018-04-18T17:39:00Z,62,40.244742,-72.239772,Metridia,85734,Metridia,Genus
201802,154,S_sco,2,10,Metridia,NA,NA,3.4,1.6,1.683168317,M60,NA,605,NA,NA,262,2018-04-18T17:39:00Z,62,40.244742,-72.239772,Metridia,85734,Metridia,Genus
201802,154,S_sco,2,1,Ostracoda,NA,NA,2.3,2.5,0.72631579,M60,NA,605,NA,NA,262,2018-04-18T17:39:00Z,62,40.244742,-72.239772,Ostracoda,84195,Ostracoda,Class
201802,154,S_sco,2,2,Ostracoda,NA,NA,2.6,2.5,0.821052632,M60,NA,605,NA,NA,262,2018-04-18T17:39:00Z,62,40.244742,-72.239772,Ostracoda,84195,Ostracoda,Class
201802,154,S_sco,2,3,Ostracoda,NA,NA,1.8,2,0.705882353,M60,NA,605,NA,NA,262,2018-04-18T17:39:00Z,62,40.244742,-72.239772,Ostracoda,84195,Ostracoda,Class
201802,154,S_sco,2,4,Ostracoda,NA,NA,0.9,1,0.725806452,M60,NA,605,NA,NA,262,2018-04-18T17:39:00Z,62,40.244742,-72.239772,Ostracoda,84195,Ostracoda,Class
201802,154,S_sco,2,1,Bivalvia,NA,NA,1.4,1,1.129032258,M60,NA,605,NA,NA,262,2018-04-18T17:39:00Z,62,40.244742,-72.239772,Bivalvia,79118,Bivalvia,Class
201802,154,S_sco,2,1,Hyperiidae,Themisto,NA,8.2,1,6.612903227,M60,NA,605,NA,NA,262,2018-04-18T17:39:00Z,62,40.244742,-72.239772,Themisto,95167,Themisto,Genus
201802,154,S_sco,2,1,Mysida,Neomysis,NA,3.4,1,2.741935484,M60,NA,605,NA,NA,262,2018-04-18T17:39:00Z,62,40.244742,-72.239772,Neomysis,90054,Neomysis,Genus
201802,154,S_sco,2,2,Mysida,Neomysis,NA,3.4,1,2.741935484,M60,NA,605,NA,NA,262,2018-04-18T17:39:00Z,62,40.244742,-72.239772,Neomysis,90054,Neomysis,Genus
201802,154,S_sco,2,1,CalanoidSmall,Centropages,NA,3.6,2,1.411764707,M60,NA,605,NA,NA,262,2018-04-18T17:39:00Z,62,40.244742,-72.239772,Centropages,85761,Centropages,Genus
201802,154,S_sco,2,2,CalanoidSmall,Centropages,NA,3.2,1.6,1.584158416,M60,NA,605,NA,NA,262,2018-04-18T17:39:00Z,62,40.244742,-72.239772,Centropages,85761,Centropages,Genus
201802,154,S_sco,2,3,CalanoidSmall,Centropages,NA,2.9,1.6,1.435643565,M60,NA,605,NA,NA,262,2018-04-18T17:39:00Z,62,40.244742,-72.239772,Centropages,85761,Centropages,Genus
201802,154,S_sco,2,4,CalanoidSmall,Centropages,NA,3,1.6,1.485148515,M60,NA,605,NA,NA,262,2018-04-18T17:39:00Z,62,40.244742,-72.239772,Centropages,85761,Centropages,Genus
