cruise,station,FishSpecies,FishNum,preyNum,preyTaxon,preyTaxa,preySpp,Ocularunits,Mag,prey_mm,Scope,preyCount,gutCount,Comments_prey,Comments_gut,forkLength,BEGIN_GMT_TOWDATE,average_depth,decimalLatitude,decimalLongitude,Llopiz_taxa,scientificNameID_preyTaxon,scientificName_preyTaxon,scientificName_Rank
201402,58,C_har,378,NA,Centropages spp.,NA,NA,NA,NA,NA,NA,1740,NA,NA,NA,224,2014-04-03T03:42:51Z,25,38.8625,-74.4579366666667,NA,85761,Centropages,NA
201402,58,C_har,379,NA,Centropages spp.,NA,NA,NA,NA,NA,NA,880,NA,NA,NA,208,2014-04-03T03:42:51Z,25,38.8625,-74.4579366666667,NA,85761,Centropages,NA
201402,45,C_har,423,NA,Centropages spp.,NA,NA,NA,NA,NA,NA,470,NA,NA,NA,217,2014-04-01T19:31:04Z,41,38.1196666666667,-74.5233333333333,NA,85761,Centropages,NA
201402,45,C_har,424,NA,Centropages spp.,NA,NA,NA,NA,NA,NA,190,NA,NA,NA,234,2014-04-01T19:31:04Z,41,38.1196666666667,-74.5233333333333,NA,85761,Centropages,NA
201402,65,C_har,434,NA,Centropages spp.,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,151,2014-04-11T06:55:08Z,57,40.9041666666667,-71.2958333333333,NA,85761,Centropages,NA
201402,97,S_sco,168,NA,Centropages spp.,NA,NA,NA,NA,NA,NA,1680,NA,NA,NA,280,2014-04-14T14:30:59Z,70,39.0315316666667,-73.2371583333333,NA,85761,Centropages,NA
201402,97,S_sco,169,NA,Centropages spp.,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,288,2014-04-14T14:30:59Z,70,39.0315316666667,-73.2371583333333,NA,85761,Centropages,NA
201402,255,S_sco,212,NA,Centropages spp.,NA,NA,NA,NA,NA,NA,450,NA,NA,NA,278,2014-05-14T08:42:41Z,315,42.5502133333333,-67.0085283333333,NA,85761,Centropages,NA
201402,70,S_sco,226,NA,Centropages spp.,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,263,2014-04-11T19:10:43Z,78,40.5013083333333,-70.8271233333333,NA,85761,Centropages,NA
201402,70,S_sco,228,NA,Centropages spp.,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,234,2014-04-11T19:10:43Z,78,40.5013083333333,-70.8271233333333,NA,85761,Centropages,NA
201402,182,S_sco,236,NA,Centropages spp.,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,214,2014-04-23T20:21:26Z,79,41.339215,-69.3283083333333,NA,85761,Centropages,NA
201402,116,S_sco,350,NA,Centropages spp.,NA,NA,NA,NA,NA,NA,1080,NA,NA,NA,275,2014-04-16T23:01:50Z,35,39.689,-73.642,NA,85761,Centropages,NA
201402,116,S_sco,351,NA,Centropages spp.,NA,NA,NA,NA,NA,NA,2180,NA,NA,NA,273,2014-04-16T23:01:50Z,35,39.689,-73.642,NA,85761,Centropages,NA
201402,54,S_sco,356,NA,Centropages spp.,NA,NA,NA,NA,NA,NA,93,NA,NA,NA,221,2014-04-02T19:20:35Z,61,38.3996916666667,-73.9458533333333,NA,85761,Centropages,NA
201402,54,S_sco,358,NA,Centropages spp.,NA,NA,NA,NA,NA,NA,130,NA,NA,NA,238,2014-04-02T19:20:35Z,61,38.3996916666667,-73.9458533333333,NA,85761,Centropages,NA
201402,79,S_sco,419,NA,Centropages spp.,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,283,2014-04-12T19:01:58Z,86,40.1607033333333,-71.5666216666667,NA,85761,Centropages,NA
201402,79,S_sco,420,NA,Centropages spp.,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,252,2014-04-12T19:01:58Z,86,40.1607033333333,-71.5666216666667,NA,85761,Centropages,NA
201404,113,P_tri,457,NA,Centropages spp.,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,154,2014-09-24T03:21:56Z,50,40.94842,-71.05502,NA,85761,Centropages,NA
201404,113,P_tri,474,NA,Centropages spp.,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,95,2014-09-24T03:21:56Z,50,40.94842,-71.05502,NA,85761,Centropages,NA
201404,412,S_sco,513,NA,Centropages spp.,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,280,2014-11-06T12:30:28Z,53,42.0476666666667,-67.1843333333333,NA,85761,Centropages,NA
201404,412,S_sco,514,NA,Centropages spp.,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,289,2014-11-06T12:30:28Z,53,42.0476666666667,-67.1843333333333,NA,85761,Centropages,NA
201404,412,S_sco,515,NA,Centropages spp.,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,284,2014-11-06T12:30:28Z,53,42.0476666666667,-67.1843333333333,NA,85761,Centropages,NA
201404,116,P_tri,600,NA,Centropages spp.,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,86,2014-09-24T12:03:18Z,74,40.53971,-71.6567083333333,NA,85761,Centropages,NA
201404,440,S_sco,614,NA,Centropages spp.,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,198,2014-11-10T01:13:49Z,104,42.9265783333333,-70.497065,NA,85761,Centropages,NA
201504,288,S_sco,626,NA,Centropages spp.,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,275,2015-10-12T15:57:03Z,26.8,41.8133333333333,-67.585,NA,85761,Centropages,NA
201504,411,S_sco,627,NA,Centropages spp.,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,178,2015-11-02T23:31:27Z,58.2,43.845,-68.5816666666667,NA,85761,Centropages,NA
201504,411,S_sco,628,NA,Centropages spp.,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,179,2015-11-02T23:31:27Z,58.2,43.845,-68.5816666666667,NA,85761,Centropages,NA
201504,365,S_sco,630,NA,Centropages spp.,NA,NA,NA,NA,NA,NA,17150,NA,NA,NA,271,2015-10-28T11:53:55Z,33.4,42.0933333333333,-70.3116666666667,NA,85761,Centropages,NA
201504,365,S_sco,631,NA,Centropages spp.,NA,NA,NA,NA,NA,NA,341,NA,NA,NA,315,2015-10-28T11:53:55Z,33.4,42.0933333333333,-70.3116666666667,NA,85761,Centropages,NA
201504,297,S_sco,633,NA,Centropages spp.,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,282,2015-10-13T17:44:49Z,24.9,41.9633333333333,-67.5866666666667,NA,85761,Centropages,NA
201504,297,S_sco,634,NA,Centropages spp.,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,271,2015-10-13T17:44:49Z,24.9,41.9633333333333,-67.5866666666667,NA,85761,Centropages,NA
201504,171,A_pse,641,NA,Centropages spp.,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,157,2015-09-16T22:32:07Z,35.8,40.53,-70.4,NA,85761,Centropages,NA
201504,295,S_sco,642,NA,Centropages spp.,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,160,2015-10-13T12:20:18Z,32.3,41.9333333333333,-67.8183333333333,NA,85761,Centropages,NA
201504,295,S_sco,643,NA,Centropages spp.,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,142,2015-10-13T12:20:18Z,32.3,41.9333333333333,-67.8183333333333,NA,85761,Centropages,NA
201504,332,A_pse,654,NA,Centropages spp.,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,133,2015-10-18T00:24:28Z,115.6,43.5433333333333,-67.0116666666667,NA,85761,Centropages,NA
201504,387,S_sco,659,NA,Centropages spp.,NA,NA,NA,NA,NA,NA,1320,NA,NA,NA,146,2015-10-30T21:03:23Z,80.4,42.9516666666667,-70.165,NA,85761,Centropages,NA
201504,387,S_sco,660,NA,Centropages spp.,NA,NA,NA,NA,NA,NA,7150,NA,NA,NA,168,2015-10-30T21:03:23Z,80.4,42.9516666666667,-70.165,NA,85761,Centropages,NA
201504,387,S_sco,661,NA,Centropages spp.,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,100,2015-10-30T21:03:23Z,80.4,42.9516666666667,-70.165,NA,85761,Centropages,NA
201504,291,S_sco,669,NA,Centropages spp.,NA,NA,NA,NA,NA,NA,245,NA,NA,NA,169,2015-10-13T02:02:53Z,21.6,41.6166666666667,-68.07,NA,85761,Centropages,NA
201504,291,S_sco,670,NA,Centropages spp.,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,162,2015-10-13T02:02:53Z,21.6,41.6166666666667,-68.07,NA,85761,Centropages,NA
201504,365,S_sco,691,NA,Centropages spp.,NA,NA,NA,NA,NA,NA,13450,NA,NA,NA,139,2015-10-28T11:53:55Z,33.4,42.0933333333333,-70.3116666666667,NA,85761,Centropages,NA
201504,365,S_sco,692,NA,Centropages spp.,NA,NA,NA,NA,NA,NA,2720,NA,NA,NA,142,2015-10-28T11:53:55Z,33.4,42.0933333333333,-70.3116666666667,NA,85761,Centropages,NA
201504,231,P_tri,710,NA,Centropages spp.,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,85,2015-09-28T22:04:51Z,39.1,40.9816666666667,-68.7866666666667,NA,85761,Centropages,NA
201302,60,C_har,4,NA,Calanus spp.,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,220,2013-03-21T01:10:35Z,30,36.2005066666667,-75.339775,NA,85263,Calanus,NA
201302,70,C_har,54,NA,Calanus spp.,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,220,2013-03-22T00:46:23Z,36,37.2542116666667,-75.0722883333333,NA,85263,Calanus,NA
201302,211,C_har,69,NA,Calanus spp.,NA,NA,NA,NA,NA,NA,112,NA,NA,NA,142,2013-04-10T21:00:33Z,94,41.4542783333333,-69.28315,NA,85263,Calanus,NA
201302,211,C_har,70,NA,Calanus spp.,NA,NA,NA,NA,NA,NA,280,NA,NA,NA,177,2013-04-10T21:00:33Z,94,41.4542783333333,-69.28315,NA,85263,Calanus,NA
201302,122,C_har,72,NA,Calanus spp.,NA,NA,NA,NA,NA,NA,372,NA,NA,NA,199,2013-03-27T18:05:52Z,43,39.6457116666667,-73.1723066666667,NA,85263,Calanus,NA
201302,122,C_har,74,NA,Calanus spp.,NA,NA,NA,NA,NA,NA,277,NA,NA,NA,177,2013-03-27T18:05:52Z,43,39.6457116666667,-73.1723066666667,NA,85263,Calanus,NA
201302,125,C_har,82,NA,Calanus spp.,NA,NA,NA,NA,NA,NA,1250,NA,NA,NA,224,2013-03-28T00:10:13Z,69,39.6260033333333,-72.7645916666667,NA,85263,Calanus,NA
201302,125,C_har,83,NA,Calanus spp.,NA,NA,NA,NA,NA,NA,928,NA,NA,NA,230,2013-03-28T00:10:13Z,69,39.6260033333333,-72.7645916666667,NA,85263,Calanus,NA
201302,121,C_har,86,NA,Calanus spp.,NA,NA,NA,NA,NA,NA,110,NA,NA,NA,180,2013-03-27T16:12:43Z,42,39.6712433333333,-73.2914583333333,NA,85263,Calanus,NA
201302,121,C_har,87,NA,Calanus spp.,NA,NA,NA,NA,NA,NA,270,NA,NA,NA,170,2013-03-27T16:12:43Z,42,39.6712433333333,-73.2914583333333,NA,85263,Calanus,NA
201302,80,S_sco,32,NA,Calanus spp.,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,295,2013-03-23T00:46:20Z,34,38.1764416666667,-74.7240833333333,NA,85263,Calanus,NA
201302,218,S_sco,33,NA,Calanus spp.,NA,NA,NA,NA,NA,NA,268,NA,NA,NA,195,2013-04-11T15:14:24Z,101,41.90631,-69.80113,NA,85263,Calanus,NA
201302,218,S_sco,36,NA,Calanus spp.,NA,NA,NA,NA,NA,NA,239,NA,NA,NA,215,2013-04-11T15:14:24Z,101,41.90631,-69.80113,NA,85263,Calanus,NA
201302,122,S_sco,93,NA,Calanus spp.,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,220,2013-03-27T18:05:52Z,43,39.6457116666667,-73.1723066666667,NA,85263,Calanus,NA
201302,158,S_sco,94,NA,Calanus spp.,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,287,2013-03-30T20:19:08Z,76,40.239365,-71.8051616666667,NA,85263,Calanus,NA
201402,273,A_aes,263,NA,Calanus spp.,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,188,2014-05-16T05:03:19Z,180,44.2928666666667,-69.3833333333333,NA,85263,Calanus,NA
201402,273,A_aes,264,NA,Calanus spp.,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,170,2014-05-16T05:03:19Z,180,44.2928666666667,-69.3833333333333,NA,85263,Calanus,NA
201402,282,A_aes,330,NA,Calanus spp.,NA,NA,NA,NA,NA,NA,536,NA,NA,NA,142,2014-05-17T18:18:52Z,101,44.0888283333333,-71.1333333333333,NA,85263,Calanus,NA
201402,95,A_aes,335,NA,Calanus spp.,NA,NA,NA,NA,NA,NA,535,NA,NA,NA,220,2014-04-14T10:00:39Z,67,39.4519933333333,-69.6166666666667,NA,85263,Calanus,NA
201402,57,A_aes,385,NA,Calanus spp.,NA,NA,NA,NA,NA,NA,140,NA,NA,NA,187,2014-04-03T01:05:40Z,45,38.587985,-74.2898816666667,NA,85263,Calanus,NA
201402,56,A_aes,387,NA,Calanus spp.,NA,NA,NA,NA,NA,NA,320,NA,NA,NA,215,2014-04-02T22:40:55Z,63,38.334775,-74.0738666666667,NA,85263,Calanus,NA
201402,56,A_aes,389,NA,Calanus spp.,NA,NA,NA,NA,NA,NA,130,NA,NA,NA,222,2014-04-02T22:40:55Z,63,38.334775,-74.0738666666667,NA,85263,Calanus,NA
201402,69,A_aes,429,NA,Calanus spp.,NA,NA,NA,NA,NA,NA,257,NA,NA,NA,185,2014-04-11T16:56:28Z,64,40.6541166666667,-70.7571333333333,NA,85263,Calanus,NA
201402,184,A_aes,172,NA,Calanus spp.,NA,NA,NA,NA,NA,NA,4740,NA,NA,NA,190,NA,164,41.7333333333333,-69.3833333333333,NA,85263,Calanus,NA
201402,189,A_pse,325,NA,Calanus spp.,NA,NA,NA,NA,NA,NA,237,NA,NA,NA,164,2014-05-07T01:04:52Z,140,42.1581466666667,-69.9618333333333,NA,85263,Calanus,NA
201402,68,A_pse,337,NA,Calanus spp.,NA,NA,NA,NA,NA,NA,360,NA,NA,NA,206,2014-04-11T14:04:44Z,55,40.8575783333333,-70.9401116666667,NA,85263,Calanus,NA
201402,66,A_pse,364,NA,Calanus spp.,NA,NA,NA,NA,NA,NA,117,NA,NA,NA,204,2014-04-11T08:35:56Z,54,40.8847816666667,-71.1805033333333,NA,85263,Calanus,NA
201402,66,A_pse,365,NA,Calanus spp.,NA,NA,NA,NA,NA,NA,2660,NA,NA,NA,212,2014-04-11T08:35:56Z,54,40.8847816666667,-71.1805033333333,NA,85263,Calanus,NA
201402,69,A_pse,403,NA,Calanus spp.,NA,NA,NA,NA,NA,NA,212,NA,NA,NA,218,2014-04-11T16:56:28Z,64,40.6541166666667,-70.7571333333333,NA,85263,Calanus,NA
201402,190,C_har,215,NA,Calanus spp.,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,232,2014-05-07T05:24:48Z,213,42.0324783333333,-69.5144783333333,NA,85263,Calanus,NA
201402,66,C_har,218,NA,Calanus spp.,NA,NA,NA,NA,NA,NA,640,NA,NA,NA,215,2014-04-11T08:35:56Z,54,40.8847816666667,-71.1805033333333,NA,85263,Calanus,NA
201402,66,C_har,219,NA,Calanus spp.,NA,NA,NA,NA,NA,NA,167,NA,NA,NA,225,2014-04-11T08:35:56Z,54,40.8847816666667,-71.1805033333333,NA,85263,Calanus,NA
201402,64,C_har,220,NA,Calanus spp.,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,180,2014-04-11T04:06:09Z,48,41.2053166666667,-71.2291983333333,NA,85263,Calanus,NA
201402,64,C_har,221,NA,Calanus spp.,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,180,2014-04-11T04:06:09Z,48,41.2053166666667,-71.2291983333333,NA,85263,Calanus,NA
201402,114,C_har,224,NA,Calanus spp.,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,243,2014-04-16T18:00:00Z,43,39.24038,-73.7297483333333,NA,85263,Calanus,NA
201402,64,C_har,238,NA,Calanus spp.,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,140,2014-04-11T04:06:09Z,48,41.2053166666667,-71.2291983333333,NA,85263,Calanus,NA
